Date,State,Confirmed,New Cases,T,H
23/07/2021,Kerala,3218015,12818,27.33,91.0
24/07/2021,Kerala,3235533,17518,26.67,92.0
25/07/2021,Kerala,3254064,18531,18.0,61.0
26/07/2021,Kerala,3271530,17466,27.33,87.0
27/07/2021,Kerala,3283116,11586,27.0,92.0
28/07/2021,Kerala,3305245,22129,26.67,91.0
29/07/2021,Kerala,3327301,22056,27.67,93.0
30/07/2021,Kerala,3349365,22064,18.67,53.0
31/07/2021,Kerala,3370137,20772,28.33,84.0
01/08/2021,Kerala,3390761,20624,27.67,84.0
02/08/2021,Kerala,3411489,20728,27.67,86.0
03/08/2021,Kerala,3425473,13984,27.67,86.0
04/08/2021,Kerala,3449149,23676,28.0,84.0
05/08/2021,Kerala,3471563,22414,27.33,89.0
06/08/2021,Kerala,3493603,22040,26.67,91.0
07/08/2021,Kerala,3513551,19948,26.33,93.0
08/08/2021,Kerala,3533918,20367,27.0,91.0
09/08/2021,Kerala,3552525,18607,27.33,89.0
10/08/2021,Kerala,3565574,13049,26.67,89.0
11/08/2021,Kerala,3586693,21119,27.0,89.0
